transaction_id,amount,true_root_cause,pred_root_cause,prediction_confidence,action_taken,escalation_reason,cooldown_hours,recovered,amount_recovered
txn_001387,853.67,insufficient_funds,insufficient_funds,0.366,manual_review,low_confidence_prediction,,False,0.0
txn_004075,995.97,insufficient_funds,insufficient_funds,0.903,delayed_retry,,48.0,True,995.97
txn_002304,3214.79,card_expired_invalid,card_expired_invalid,0.994,card_update_nudge,,0.0,True,3214.79
txn_002647,1150.56,network_technical_error,network_technical_error,0.512,immediate_retry,,0.0,True,1150.56
txn_003831,549.93,risk_fraud_hold,risk_fraud_hold,0.992,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_000989,1244.09,insufficient_funds,insufficient_funds,0.872,delayed_retry,,48.0,True,1244.09
txn_001379,1279.88,network_technical_error,network_technical_error,0.993,immediate_retry,,0.0,True,1279.88
txn_002162,9163.51,insufficient_funds,insufficient_funds,0.989,delayed_retry,,48.0,False,0.0
txn_005100,299.69,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,False,0.0
txn_004650,778.88,insufficient_funds,insufficient_funds,0.884,delayed_retry,,48.0,False,0.0
txn_001805,598.62,network_technical_error,network_technical_error,0.992,immediate_retry,,0.0,True,598.62
txn_000396,2818.68,issuer_declined_generic,risk_fraud_hold,0.581,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_003403,3355.25,card_expired_invalid,card_expired_invalid,0.995,card_update_nudge,,0.0,False,0.0
txn_005136,2407.46,network_technical_error,network_technical_error,0.988,immediate_retry,,0.0,True,2407.46
txn_000903,1827.27,issuer_declined_generic,issuer_declined_generic,0.988,immediate_retry,,0.0,False,0.0
txn_005397,859.88,insufficient_funds,insufficient_funds,0.993,delayed_retry,,48.0,True,859.88
txn_003135,236.72,insufficient_funds,issuer_declined_generic,0.558,immediate_retry,,0.0,False,0.0
txn_005961,1539.32,issuer_declined_generic,issuer_declined_generic,0.991,immediate_retry,,0.0,False,0.0
txn_002618,324.93,issuer_declined_generic,issuer_declined_generic,0.991,immediate_retry,,0.0,False,0.0
txn_004953,3650.84,bank_gateway_timeout,bank_gateway_timeout,0.993,immediate_retry,,0.0,True,3650.84
txn_004500,643.81,insufficient_funds,issuer_declined_generic,0.563,immediate_retry,,0.0,False,0.0
txn_005854,3831.14,insufficient_funds,issuer_declined_generic,0.384,manual_review,low_confidence_prediction,,False,0.0
txn_005489,1080.97,bank_gateway_timeout,bank_gateway_timeout,0.841,immediate_retry,,0.0,True,1080.97
txn_001885,667.59,issuer_declined_generic,insufficient_funds,0.512,delayed_retry,,48.0,False,0.0
txn_005261,3105.61,bank_gateway_timeout,bank_gateway_timeout,0.993,immediate_retry,,0.0,True,3105.61
txn_001646,704.7,network_technical_error,network_technical_error,0.898,immediate_retry,,0.0,True,704.7
txn_001063,3362.63,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,False,0.0
txn_000085,114.5,insufficient_funds,insufficient_funds,0.874,delayed_retry,,48.0,False,0.0
txn_004597,263.66,issuer_declined_generic,issuer_declined_generic,0.991,immediate_retry,,0.0,False,0.0
txn_000287,252.23,insufficient_funds,issuer_declined_generic,0.325,manual_review,low_confidence_prediction,,False,0.0
txn_004034,2147.99,card_expired_invalid,card_expired_invalid,0.99,card_update_nudge,,0.0,False,0.0
txn_004893,5868.08,issuer_declined_generic,insufficient_funds,0.449,manual_review,low_confidence_prediction,,False,0.0
txn_004817,619.74,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,True,619.74
txn_003038,420.29,bank_gateway_timeout,bank_gateway_timeout,0.518,immediate_retry,,0.0,True,420.29
txn_004454,164.82,issuer_declined_generic,issuer_declined_generic,0.994,immediate_retry,,0.0,False,0.0
txn_003643,237.07,card_expired_invalid,insufficient_funds,0.582,delayed_retry,,48.0,True,237.07
txn_004918,12041.11,insufficient_funds,issuer_declined_generic,0.764,immediate_retry,,0.0,False,0.0
txn_005370,990.45,issuer_declined_generic,issuer_declined_generic,0.992,immediate_retry,,0.0,False,0.0
txn_005280,1941.08,bank_gateway_timeout,bank_gateway_timeout,0.994,immediate_retry,,0.0,True,1941.08
txn_002512,854.85,risk_fraud_hold,risk_fraud_hold,0.988,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_001944,705.09,network_technical_error,network_technical_error,0.88,immediate_retry,,0.0,True,705.09
txn_001717,1507.26,bank_gateway_timeout,bank_gateway_timeout,0.619,immediate_retry,,0.0,False,0.0
txn_000598,1352.86,bank_gateway_timeout,bank_gateway_timeout,0.529,immediate_retry,,0.0,True,1352.86
txn_000638,1406.26,issuer_declined_generic,issuer_declined_generic,0.991,immediate_retry,,0.0,True,1406.26
txn_003720,48942.85,risk_fraud_hold,risk_fraud_hold,0.419,manual_escalation,compliance_never_auto_retry,,True,48942.85
txn_001883,414.27,network_technical_error,network_technical_error,0.757,immediate_retry,,0.0,True,414.27
txn_000842,825.75,card_expired_invalid,card_expired_invalid,0.994,card_update_nudge,,0.0,True,825.75
txn_002119,929.18,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,True,929.18
txn_000728,52.02,risk_fraud_hold,risk_fraud_hold,0.995,manual_escalation,compliance_never_auto_retry,,True,52.02
txn_004570,1124.52,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,False,0.0
txn_000705,397.72,network_technical_error,network_technical_error,0.99,immediate_retry,,0.0,False,0.0
txn_001922,752.56,issuer_declined_generic,issuer_declined_generic,0.552,immediate_retry,,0.0,False,0.0
txn_002478,235.89,bank_gateway_timeout,bank_gateway_timeout,0.995,immediate_retry,,0.0,False,0.0
txn_000734,349.17,network_technical_error,bank_gateway_timeout,0.711,immediate_retry,,0.0,True,349.17
txn_004497,760.24,issuer_declined_generic,issuer_declined_generic,0.997,immediate_retry,,0.0,False,0.0
txn_000575,653.7,issuer_declined_generic,insufficient_funds,0.345,manual_review,low_confidence_prediction,,False,0.0
txn_001064,198.86,network_technical_error,network_technical_error,0.995,immediate_retry,,0.0,False,0.0
txn_004837,116.09,issuer_declined_generic,insufficient_funds,0.305,manual_review,low_confidence_prediction,,False,0.0
txn_005705,1255.21,issuer_declined_generic,issuer_declined_generic,0.989,immediate_retry,,0.0,False,0.0
txn_000946,7668.8,insufficient_funds,insufficient_funds,0.744,delayed_retry,,48.0,True,7668.8
txn_005954,157.37,insufficient_funds,insufficient_funds,0.852,delayed_retry,,48.0,False,0.0
txn_004335,1289.08,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,False,0.0
txn_001346,6030.47,bank_gateway_timeout,bank_gateway_timeout,0.68,immediate_retry,,0.0,False,0.0
txn_003017,811.84,insufficient_funds,insufficient_funds,0.954,manual_review,retry_cap_exceeded,,False,0.0
txn_002719,13127.97,card_expired_invalid,card_expired_invalid,0.993,card_update_nudge,,0.0,True,13127.97
txn_002786,472.14,issuer_declined_generic,issuer_declined_generic,0.47,immediate_retry,,0.0,False,0.0
txn_004529,2331.69,card_expired_invalid,insufficient_funds,0.416,manual_review,low_confidence_prediction,,False,0.0
txn_000200,592.82,risk_fraud_hold,risk_fraud_hold,0.979,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_002427,4205.37,issuer_declined_generic,issuer_declined_generic,0.993,immediate_retry,,0.0,False,0.0
txn_001289,458.67,insufficient_funds,insufficient_funds,0.987,delayed_retry,,48.0,False,0.0
txn_002575,1103.05,issuer_declined_generic,insufficient_funds,0.445,manual_review,low_confidence_prediction,,False,0.0
txn_001707,340.36,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,False,0.0
txn_005331,3853.68,issuer_declined_generic,issuer_declined_generic,0.418,manual_review,low_confidence_prediction,,False,0.0
txn_004757,226.55,insufficient_funds,insufficient_funds,0.932,delayed_retry,,48.0,False,0.0
txn_004330,801.69,card_expired_invalid,card_expired_invalid,0.994,card_update_nudge,,0.0,False,0.0
txn_004586,3314.92,card_expired_invalid,card_expired_invalid,0.991,card_update_nudge,,0.0,True,3314.92
txn_005018,664.72,network_technical_error,network_technical_error,0.655,immediate_retry,,0.0,False,0.0
txn_000569,2155.76,network_technical_error,network_technical_error,0.929,immediate_retry,,0.0,True,2155.76
txn_002795,7702.59,network_technical_error,bank_gateway_timeout,0.669,immediate_retry,,0.0,False,0.0
txn_005180,237.69,card_expired_invalid,card_expired_invalid,0.995,card_update_nudge,,0.0,False,0.0
txn_003875,332.94,bank_gateway_timeout,bank_gateway_timeout,0.993,immediate_retry,,0.0,True,332.94
txn_005789,1033.13,insufficient_funds,insufficient_funds,0.997,delayed_retry,,48.0,False,0.0
txn_005350,16927.42,bank_gateway_timeout,network_technical_error,0.541,immediate_retry,,0.0,True,16927.42
txn_003179,1919.54,card_expired_invalid,card_expired_invalid,0.994,card_update_nudge,,0.0,False,0.0
txn_002157,2688.45,issuer_declined_generic,issuer_declined_generic,0.991,manual_review,retry_cap_exceeded,,False,0.0
txn_003289,430.51,bank_gateway_timeout,bank_gateway_timeout,0.992,immediate_retry,,0.0,False,0.0
txn_003434,221.39,risk_fraud_hold,risk_fraud_hold,0.989,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_001411,2876.22,risk_fraud_hold,risk_fraud_hold,0.997,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_000949,902.51,issuer_declined_generic,issuer_declined_generic,0.649,immediate_retry,,0.0,False,0.0
txn_005648,288.38,insufficient_funds,insufficient_funds,0.915,delayed_retry,,48.0,True,288.38
txn_001021,4701.57,issuer_declined_generic,issuer_declined_generic,0.992,immediate_retry,,0.0,True,4701.57
txn_005273,432.01,issuer_declined_generic,issuer_declined_generic,0.988,immediate_retry,,0.0,False,0.0
txn_000203,579.17,card_expired_invalid,card_expired_invalid,0.993,card_update_nudge,,0.0,False,0.0
txn_004592,482.88,bank_gateway_timeout,bank_gateway_timeout,0.993,immediate_retry,,0.0,True,482.88
txn_004543,1024.32,insufficient_funds,insufficient_funds,0.997,manual_review,retry_cap_exceeded,,False,0.0
txn_003265,1719.44,bank_gateway_timeout,bank_gateway_timeout,0.993,immediate_retry,,0.0,True,1719.44
txn_003023,2754.51,risk_fraud_hold,risk_fraud_hold,0.992,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_000687,1028.4,network_technical_error,bank_gateway_timeout,0.609,immediate_retry,,0.0,False,0.0
txn_001674,451.8,bank_gateway_timeout,bank_gateway_timeout,0.883,immediate_retry,,0.0,True,451.8
txn_004505,115.47,insufficient_funds,insufficient_funds,0.881,delayed_retry,,48.0,False,0.0
txn_000861,3446.84,network_technical_error,network_technical_error,0.994,immediate_retry,,0.0,True,3446.84
txn_002777,366.86,bank_gateway_timeout,bank_gateway_timeout,0.993,immediate_retry,,0.0,True,366.86
txn_003055,2562.53,issuer_declined_generic,issuer_declined_generic,0.996,immediate_retry,,0.0,False,0.0
txn_004412,336.93,insufficient_funds,insufficient_funds,0.998,delayed_retry,,48.0,False,0.0
txn_001637,152.88,card_expired_invalid,card_expired_invalid,0.995,card_update_nudge,,0.0,False,0.0
txn_000740,455.37,bank_gateway_timeout,bank_gateway_timeout,0.864,immediate_retry,,0.0,False,0.0
txn_003290,593.29,insufficient_funds,insufficient_funds,0.992,delayed_retry,,48.0,False,0.0
txn_001840,182.24,insufficient_funds,insufficient_funds,0.611,delayed_retry,,48.0,False,0.0
txn_005688,257.81,issuer_declined_generic,issuer_declined_generic,0.992,manual_review,retry_cap_exceeded,,False,0.0
txn_003283,331.72,network_technical_error,network_technical_error,0.99,immediate_retry,,0.0,False,0.0
txn_001661,91.9,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,True,91.9
txn_004689,99.99,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,False,0.0
txn_005360,275.32,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,False,0.0
txn_004163,569.92,issuer_declined_generic,issuer_declined_generic,0.64,immediate_retry,,0.0,True,569.92
txn_005626,1264.94,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,True,1264.94
txn_004084,124.2,bank_gateway_timeout,bank_gateway_timeout,0.889,immediate_retry,,0.0,True,124.2
txn_002482,106.43,insufficient_funds,insufficient_funds,0.997,delayed_retry,,48.0,True,106.43
txn_000040,725.63,insufficient_funds,insufficient_funds,0.981,manual_review,retry_cap_exceeded,,False,0.0
txn_005586,315.91,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,True,315.91
txn_001303,8427.16,network_technical_error,network_technical_error,0.994,immediate_retry,,0.0,True,8427.16
txn_002350,892.67,card_expired_invalid,issuer_declined_generic,0.629,immediate_retry,,0.0,False,0.0
txn_003375,160.69,issuer_declined_generic,issuer_declined_generic,0.991,immediate_retry,,0.0,False,0.0
txn_000993,558.78,issuer_declined_generic,issuer_declined_generic,0.434,manual_review,low_confidence_prediction,,False,0.0
txn_002001,8647.99,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,False,0.0
txn_001441,737.4,risk_fraud_hold,risk_fraud_hold,0.988,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_004314,1757.46,insufficient_funds,insufficient_funds,0.926,delayed_retry,,48.0,True,1757.46
txn_003035,924.64,card_expired_invalid,insufficient_funds,0.449,manual_review,low_confidence_prediction,,False,0.0
txn_003669,140.99,bank_gateway_timeout,bank_gateway_timeout,0.995,immediate_retry,,0.0,True,140.99
txn_004456,390.72,card_expired_invalid,card_expired_invalid,0.994,card_update_nudge,,0.0,False,0.0
txn_000158,179.3,card_expired_invalid,card_expired_invalid,0.993,card_update_nudge,,0.0,False,0.0
txn_004465,1318.44,bank_gateway_timeout,bank_gateway_timeout,0.994,immediate_retry,,0.0,True,1318.44
txn_000828,270.51,network_technical_error,bank_gateway_timeout,0.709,immediate_retry,,0.0,False,0.0
txn_001916,1522.18,risk_fraud_hold,risk_fraud_hold,0.992,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_005843,7762.56,issuer_declined_generic,issuer_declined_generic,0.994,immediate_retry,,0.0,False,0.0
txn_005707,1692.46,issuer_declined_generic,issuer_declined_generic,0.988,immediate_retry,,0.0,False,0.0
txn_005106,531.79,network_technical_error,network_technical_error,0.992,immediate_retry,,0.0,True,531.79
txn_001676,247.98,risk_fraud_hold,risk_fraud_hold,0.995,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_002811,264.21,issuer_declined_generic,insufficient_funds,0.865,delayed_retry,,48.0,False,0.0
txn_004791,4218.47,card_expired_invalid,card_expired_invalid,0.987,card_update_nudge,,0.0,True,4218.47
txn_001537,312.29,insufficient_funds,insufficient_funds,0.799,delayed_retry,,48.0,True,312.29
txn_005023,747.46,bank_gateway_timeout,bank_gateway_timeout,0.826,immediate_retry,,0.0,True,747.46
txn_000799,149.38,card_expired_invalid,card_expired_invalid,0.991,card_update_nudge,,0.0,False,0.0
txn_003897,465.58,risk_fraud_hold,issuer_declined_generic,0.376,manual_review,low_confidence_prediction,,False,0.0
txn_005639,1064.71,bank_gateway_timeout,network_technical_error,0.501,immediate_retry,,0.0,False,0.0
txn_002972,942.96,insufficient_funds,insufficient_funds,0.972,delayed_retry,,48.0,True,942.96
txn_003187,1754.81,card_expired_invalid,card_expired_invalid,0.997,card_update_nudge,,0.0,True,1754.81
txn_001743,540.94,risk_fraud_hold,risk_fraud_hold,0.995,manual_escalation,compliance_never_auto_retry,,True,540.94
txn_001576,129.78,network_technical_error,network_technical_error,0.993,manual_review,retry_cap_exceeded,,False,0.0
txn_004584,1249.01,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,False,0.0
txn_003413,407.76,bank_gateway_timeout,bank_gateway_timeout,0.692,immediate_retry,,0.0,True,407.76
txn_003993,2852.92,insufficient_funds,insufficient_funds,0.997,manual_review,retry_cap_exceeded,,False,0.0
txn_002230,429.5,risk_fraud_hold,risk_fraud_hold,0.99,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_000213,403.53,bank_gateway_timeout,bank_gateway_timeout,0.703,immediate_retry,,0.0,False,0.0
txn_001886,634.98,bank_gateway_timeout,network_technical_error,0.66,immediate_retry,,0.0,True,634.98
txn_004154,1415.78,bank_gateway_timeout,bank_gateway_timeout,0.994,immediate_retry,,0.0,False,0.0
txn_005891,1399.52,bank_gateway_timeout,bank_gateway_timeout,0.995,immediate_retry,,0.0,False,0.0
txn_002022,1409.25,risk_fraud_hold,risk_fraud_hold,0.994,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_005972,507.54,issuer_declined_generic,issuer_declined_generic,0.99,immediate_retry,,0.0,False,0.0
txn_001780,501.21,issuer_declined_generic,issuer_declined_generic,0.993,immediate_retry,,0.0,False,0.0
txn_003201,261.18,bank_gateway_timeout,bank_gateway_timeout,0.992,immediate_retry,,0.0,False,0.0
txn_005903,2290.31,insufficient_funds,insufficient_funds,0.993,delayed_retry,,48.0,True,2290.31
txn_000765,5492.58,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,True,5492.58
txn_003182,447.71,insufficient_funds,insufficient_funds,0.997,delayed_retry,,48.0,True,447.71
txn_004019,2605.42,network_technical_error,network_technical_error,0.688,immediate_retry,,0.0,True,2605.42
txn_003589,363.25,insufficient_funds,insufficient_funds,0.936,delayed_retry,,48.0,False,0.0
txn_003753,1684.96,issuer_declined_generic,issuer_declined_generic,0.994,immediate_retry,,0.0,False,0.0
txn_002601,339.48,insufficient_funds,issuer_declined_generic,0.366,manual_review,low_confidence_prediction,,False,0.0
txn_004000,1214.4,bank_gateway_timeout,bank_gateway_timeout,0.994,immediate_retry,,0.0,True,1214.4
txn_003005,203.36,card_expired_invalid,card_expired_invalid,0.994,card_update_nudge,,0.0,False,0.0
txn_001112,144.37,insufficient_funds,insufficient_funds,0.85,delayed_retry,,48.0,False,0.0
txn_003709,103.52,network_technical_error,network_technical_error,0.801,immediate_retry,,0.0,False,0.0
txn_005664,386.47,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,True,386.47
txn_004088,283.87,insufficient_funds,insufficient_funds,0.854,delayed_retry,,48.0,False,0.0
txn_005936,1732.33,network_technical_error,network_technical_error,0.995,immediate_retry,,0.0,True,1732.33
txn_000012,4807.9,card_expired_invalid,card_expired_invalid,0.991,card_update_nudge,,0.0,False,0.0
txn_004531,139.91,card_expired_invalid,card_expired_invalid,0.995,card_update_nudge,,0.0,False,0.0
txn_000568,244.65,network_technical_error,network_technical_error,0.996,immediate_retry,,0.0,True,244.65
txn_005031,633.88,bank_gateway_timeout,bank_gateway_timeout,0.993,immediate_retry,,0.0,True,633.88
txn_003934,2304.18,insufficient_funds,insufficient_funds,0.997,delayed_retry,,48.0,True,2304.18
txn_001376,1340.72,network_technical_error,bank_gateway_timeout,0.806,immediate_retry,,0.0,True,1340.72
txn_003924,477.18,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,False,0.0
txn_004281,11830.78,insufficient_funds,insufficient_funds,0.762,delayed_retry,,48.0,False,0.0
txn_000513,114.47,network_technical_error,bank_gateway_timeout,0.723,immediate_retry,,0.0,False,0.0
txn_005923,2472.12,risk_fraud_hold,risk_fraud_hold,0.992,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_000951,848.29,issuer_declined_generic,issuer_declined_generic,0.989,immediate_retry,,0.0,False,0.0
txn_003114,1542.61,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,False,0.0
txn_005994,662.59,insufficient_funds,issuer_declined_generic,0.5,immediate_retry,,0.0,False,0.0
txn_004217,215.55,insufficient_funds,insufficient_funds,0.962,delayed_retry,,48.0,False,0.0
txn_000486,1777.7,network_technical_error,network_technical_error,0.819,immediate_retry,,0.0,True,1777.7
txn_004060,128.23,insufficient_funds,insufficient_funds,0.984,delayed_retry,,48.0,True,128.23
txn_003381,5870.22,risk_fraud_hold,risk_fraud_hold,0.989,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_003170,1419.67,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,False,0.0
txn_003428,325.32,insufficient_funds,insufficient_funds,0.997,delayed_retry,,48.0,True,325.32
txn_000524,380.13,bank_gateway_timeout,bank_gateway_timeout,0.738,immediate_retry,,0.0,False,0.0
txn_002023,577.16,card_expired_invalid,issuer_declined_generic,0.423,manual_review,low_confidence_prediction,,False,0.0
txn_002156,2738.76,card_expired_invalid,card_expired_invalid,0.993,manual_review,retry_cap_exceeded,,False,0.0
txn_005056,1484.55,network_technical_error,network_technical_error,0.994,immediate_retry,,0.0,True,1484.55
txn_001133,1155.02,insufficient_funds,issuer_declined_generic,0.533,immediate_retry,,0.0,False,0.0
txn_003741,379.57,card_expired_invalid,card_expired_invalid,0.99,card_update_nudge,,0.0,False,0.0
txn_005315,2817.08,card_expired_invalid,card_expired_invalid,0.99,card_update_nudge,,0.0,True,2817.08
txn_002305,2614.64,insufficient_funds,insufficient_funds,0.656,delayed_retry,,48.0,False,0.0
txn_001912,3633.16,insufficient_funds,insufficient_funds,0.89,delayed_retry,,48.0,True,3633.16
txn_003251,2466.35,insufficient_funds,insufficient_funds,0.993,delayed_retry,,48.0,False,0.0
txn_001322,2679.48,insufficient_funds,insufficient_funds,0.746,delayed_retry,,48.0,True,2679.48
txn_004974,231.15,insufficient_funds,issuer_declined_generic,0.538,immediate_retry,,0.0,False,0.0
txn_005844,683.36,bank_gateway_timeout,network_technical_error,0.528,immediate_retry,,0.0,True,683.36
txn_005241,1362.46,risk_fraud_hold,risk_fraud_hold,0.99,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_001363,1384.38,bank_gateway_timeout,bank_gateway_timeout,0.994,immediate_retry,,0.0,False,0.0
txn_000836,481.86,bank_gateway_timeout,bank_gateway_timeout,0.618,immediate_retry,,0.0,True,481.86
txn_001256,438.82,bank_gateway_timeout,bank_gateway_timeout,0.817,immediate_retry,,0.0,True,438.82
txn_005503,485.51,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,False,0.0
txn_001728,402.06,bank_gateway_timeout,bank_gateway_timeout,0.561,immediate_retry,,0.0,False,0.0
txn_001784,1339.75,bank_gateway_timeout,bank_gateway_timeout,0.73,immediate_retry,,0.0,True,1339.75
txn_000263,584.66,bank_gateway_timeout,bank_gateway_timeout,0.526,immediate_retry,,0.0,False,0.0
txn_001517,124.84,issuer_declined_generic,issuer_declined_generic,0.985,immediate_retry,,0.0,False,0.0
txn_003848,1086.94,insufficient_funds,insufficient_funds,0.695,delayed_retry,,48.0,True,1086.94
txn_002999,1974.66,issuer_declined_generic,issuer_declined_generic,0.987,immediate_retry,,0.0,True,1974.66
txn_003835,1113.84,insufficient_funds,insufficient_funds,0.895,delayed_retry,,48.0,False,0.0
txn_002701,2201.38,issuer_declined_generic,issuer_declined_generic,0.354,manual_review,low_confidence_prediction,,False,0.0
txn_002602,852.28,network_technical_error,bank_gateway_timeout,0.586,immediate_retry,,0.0,False,0.0
txn_005680,1532.82,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,False,0.0
txn_005866,209.06,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,False,0.0
txn_001254,710.89,card_expired_invalid,card_expired_invalid,0.991,card_update_nudge,,0.0,False,0.0
txn_001810,140.85,insufficient_funds,insufficient_funds,0.614,delayed_retry,,48.0,False,0.0
txn_005915,344.58,network_technical_error,bank_gateway_timeout,0.513,immediate_retry,,0.0,False,0.0
txn_001355,2135.79,issuer_declined_generic,issuer_declined_generic,0.403,manual_review,low_confidence_prediction,,False,0.0
txn_000310,166.55,issuer_declined_generic,issuer_declined_generic,0.989,immediate_retry,,0.0,False,0.0
txn_003238,1669.05,issuer_declined_generic,issuer_declined_generic,0.994,immediate_retry,,0.0,False,0.0
txn_003466,762.31,insufficient_funds,insufficient_funds,0.99,delayed_retry,,48.0,False,0.0
txn_003069,4497.82,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,True,4497.82
txn_001072,8465.43,insufficient_funds,insufficient_funds,0.616,delayed_retry,,48.0,False,0.0
txn_001980,625.57,card_expired_invalid,issuer_declined_generic,0.412,manual_review,low_confidence_prediction,,False,0.0
txn_002672,397.05,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,False,0.0
txn_002163,1348.98,risk_fraud_hold,risk_fraud_hold,0.994,manual_escalation,compliance_never_auto_retry,,True,1348.98
txn_001543,842.84,issuer_declined_generic,issuer_declined_generic,0.995,immediate_retry,,0.0,False,0.0
txn_004342,179.26,card_expired_invalid,issuer_declined_generic,0.39,manual_review,low_confidence_prediction,,False,0.0
txn_003341,970.34,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,False,0.0
txn_000386,767.22,insufficient_funds,insufficient_funds,0.75,delayed_retry,,48.0,True,767.22
txn_005899,137.56,network_technical_error,network_technical_error,0.995,immediate_retry,,0.0,False,0.0
txn_005052,65.11,insufficient_funds,insufficient_funds,0.991,delayed_retry,,48.0,False,0.0
txn_004663,215.06,insufficient_funds,insufficient_funds,0.861,delayed_retry,,48.0,False,0.0
txn_004122,458.76,network_technical_error,network_technical_error,0.56,immediate_retry,,0.0,False,0.0
txn_004744,1857.92,insufficient_funds,issuer_declined_generic,0.441,manual_review,low_confidence_prediction,,False,0.0
txn_003360,673.75,card_expired_invalid,card_expired_invalid,0.996,card_update_nudge,,0.0,True,673.75
txn_000720,909.26,network_technical_error,network_technical_error,0.993,immediate_retry,,0.0,False,0.0
txn_001079,164.47,issuer_declined_generic,issuer_declined_generic,0.992,immediate_retry,,0.0,False,0.0
txn_001610,645.16,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,True,645.16
txn_004038,508.19,bank_gateway_timeout,network_technical_error,0.569,immediate_retry,,0.0,True,508.19
txn_004491,32.03,card_expired_invalid,card_expired_invalid,0.993,card_update_nudge,,0.0,True,32.03
txn_005071,1286.29,insufficient_funds,insufficient_funds,0.837,delayed_retry,,48.0,True,1286.29
txn_000788,1433.31,card_expired_invalid,card_expired_invalid,0.995,card_update_nudge,,0.0,False,0.0
txn_000512,390.59,insufficient_funds,insufficient_funds,0.928,delayed_retry,,48.0,False,0.0
txn_004312,644.6,network_technical_error,network_technical_error,0.651,immediate_retry,,0.0,False,0.0
txn_005254,4372.09,issuer_declined_generic,insufficient_funds,0.376,manual_review,low_confidence_prediction,,False,0.0
txn_005022,524.43,risk_fraud_hold,risk_fraud_hold,0.99,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_004305,1193.01,card_expired_invalid,card_expired_invalid,0.992,manual_review,retry_cap_exceeded,,False,0.0
txn_005498,711.41,risk_fraud_hold,issuer_declined_generic,0.414,manual_review,low_confidence_prediction,,False,0.0
txn_005456,345.3,bank_gateway_timeout,bank_gateway_timeout,0.71,immediate_retry,,0.0,False,0.0
txn_002854,581.09,risk_fraud_hold,risk_fraud_hold,0.992,manual_escalation,compliance_never_auto_retry,,True,581.09
txn_000451,1339.07,card_expired_invalid,card_expired_invalid,0.991,card_update_nudge,,0.0,False,0.0
txn_003044,1527.62,issuer_declined_generic,issuer_declined_generic,0.992,immediate_retry,,0.0,False,0.0
txn_005363,2977.94,card_expired_invalid,card_expired_invalid,0.992,card_update_nudge,,0.0,False,0.0
txn_003123,1129.2,insufficient_funds,insufficient_funds,0.995,delayed_retry,,48.0,False,0.0
txn_003388,1733.39,insufficient_funds,insufficient_funds,0.994,delayed_retry,,48.0,True,1733.39
txn_005492,6643.41,insufficient_funds,insufficient_funds,0.996,delayed_retry,,48.0,False,0.0
txn_000424,1036.34,risk_fraud_hold,risk_fraud_hold,0.988,manual_escalation,compliance_never_auto_retry,,False,0.0
txn_002086,4365.68,card_expired_invalid,card_expired_invalid,0.995,manual_review,retry_cap_exceeded,,False,0.0
txn_003904,413.71,insufficient_funds,insufficient_funds,0.512,delayed_retry,,48.0,False,0.0
